,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
32,6.393890,3.785402,0.336152,0.032034,-2.941598,-0.027482,-0.948828,-8.665702,15.435434
33,6.593699,3.623721,0.342843,0.033827,-2.993294,-0.499633,-0.127133,-9.461243,15.435434
34,6.793508,3.452483,0.349295,0.027857,-3.000559,-1.040228,0.806933,-10.357755,15.435434
35,6.993317,3.274825,0.353043,0.006435,-2.952395,-1.658455,1.888922,-11.331710,15.435434
36,7.193126,3.094478,0.350454,-0.036965,-2.834663,-2.364731,3.149841,-12.095321,15.435434
37,7.392935,2.916061,0.336669,-0.109082,-2.628944,-3.154690,4.485153,-11.448945,15.435434
38,7.592744,2.743482,0.305569,-0.212316,-2.315871,-3.953850,5.554349,-8.916291,15.435434
39,7.792553,2.580748,0.249361,-0.343729,-1.885599,-4.644557,5.889834,-4.612806,15.435434
40,7.992363,2.435917,0.158383,-0.495449,-1.359940,-5.056243,4.994751,1.142103,15.435434
41,8.192172,2.322234,0.025506,-0.648197,-0.844899,-4.938473,3.167146,2.277560,15.435434
42,8.391981,2.247474,-0.141752,-0.773113,-0.490217,-4.683414,1.762439,1.350221,15.435434
43,8.591790,2.204751,-0.316808,-0.848324,-0.299524,-4.537322,0.978720,0.896102,15.435434
44,8.791599,2.182412,-0.460453,-0.838701,-0.214427,-4.459409,0.546640,0.755387,15.435434
45,8.991408,2.172655,-0.535215,-0.689695,-0.187921,-4.422781,0.203203,3.388918,15.435434
46,9.191217,2.168497,-0.561789,-0.445630,-0.183370,-4.346892,-0.149109,-1.970310,15.435434
47,9.391026,2.164677,-0.575761,-0.210710,-0.186451,-4.387599,-0.350700,1.978656,15.435434
48,9.590835,2.159592,-0.581962,-0.018175,-0.195782,-4.334952,-0.641038,0.597657,15.435434
49,9.790644,2.153558,-0.577554,0.158139,-0.214631,-4.317379,-0.982589,0.523214,15.435434
50,9.990453,2.147381,-0.563121,0.355088,-0.241256,-4.303201,-1.502108,5.425003,15.435434
51,10.190262,2.141071,-0.539696,0.584832,-0.277780,-4.171294,-1.167785,0.277136,15.435434
52,10.390071,2.130573,-0.491035,0.790905,-0.318866,-4.161544,-0.585691,1.436315,15.435434
53,10.589880,2.106336,-0.377319,0.878778,-0.360646,-4.059086,-0.492356,1.466584,15.435434
54,10.789689,2.063203,-0.201093,0.832582,-0.415382,-3.896043,-0.567355,1.595477,15.435434
55,10.989498,2.005195,-0.018245,0.711507,-0.488226,-3.691196,-0.321575,1.660428,15.435434
56,11.189308,1.939567,0.132965,0.557723,-0.529692,-3.477091,0.551350,1.564496,15.435434
57,11.389117,1.878585,0.240142,0.387063,-0.461875,-3.284656,1.396956,6.364022,15.435434
58,11.588926,1.834356,0.304707,0.225066,-0.299591,-2.545350,1.335544,10.929542,15.435434
59,11.788735,1.809214,0.337547,0.109103,-0.150335,-1.323904,1.049367,13.061312,15.435434
60,11.988544,1.799048,0.353249,0.062854,-0.035555,0.104749,1.205223,12.901584,15.435434
61,12.188353,1.802136,0.366700,0.088193,0.093318,1.484297,1.756649,10.759598,15.435434
62,12.388162,1.820759,0.388951,0.158097,0.272277,2.580436,2.153682,7.026167,15.435434
63,12.587971,1.854093,0.419898,0.209048,0.466593,3.214370,1.836744,1.847013,15.435434
64,12.787780,1.889982,0.444606,0.154656,0.591223,3.339697,1.220040,1.729357,15.435434
