t,v,delta_cmd,kappa,yaw_rate,ax,lat_error,s_position
1775755381.4738,7.1512,-0.049602,0.001432,0.186306,11.761424,0.173952,38.0123
1775755381.4978,7.1512,-0.059381,0.001432,0.003952,13.289319,0.173952,38.0123
1775755381.5218,6.8561,-0.067391,-0.000481,0.108143,3.716443,0.167581,38.4059
1775755381.5458,6.8561,-0.066134,-0.000481,0.045997,2.979078,0.167581,38.4059
1775755381.5708,6.6659,-0.059395,-0.002542,-0.190700,1.561206,0.169373,38.7163
1775755381.6038,6.6659,-0.077875,-0.002542,-0.283580,2.328906,0.169373,38.7163
1775755381.6180,6.4908,-0.093417,-0.005572,-0.195114,-11.287212,0.177128,39.0090
1775755381.6478,6.4208,-0.095018,-0.006813,-0.040441,-14.145688,0.183281,39.1507
1775755381.6713,6.4208,-0.085042,-0.008069,-0.163808,8.498106,0.183281,39.1507
1775755381.6908,6.2110,-0.109828,-0.012476,-0.401277,1.265523,0.187788,39.5117
1775755381.7138,6.2110,-0.109604,-0.012476,-0.428522,-3.263968,0.187788,39.5117
1775755381.7378,5.8933,-0.123727,-0.017835,-0.224929,4.108407,0.209905,39.7885
1775755381.7618,5.8933,-0.122007,-0.017835,-0.393601,1.166765,0.209905,39.7885
1775755381.7858,5.6545,-0.130164,-0.022296,-0.818936,-0.185468,0.227748,39.9950
1775755381.8108,5.4650,-0.128874,-0.024594,-0.428018,-1.148679,0.203163,40.0993
1775755381.8358,5.4650,-0.114115,-0.024594,-0.474446,1.219685,0.203163,40.0993
1775755381.8578,5.1406,-0.122254,-0.033103,-0.870263,0.063980,0.223954,40.4053
1775755381.8818,5.0432,-0.118268,-0.036270,-0.431724,-0.088662,0.227424,40.4557
1775755381.9117,4.8196,-0.118324,-0.043559,-0.839976,-1.470358,0.197977,40.6880
1775755381.9307,4.7628,-0.094034,-0.043559,-0.781491,-6.654985,0.199172,40.7362
1775755381.9547,4.5447,-0.096079,-0.051969,-0.587598,5.880659,0.203015,40.8933
1775755381.9778,4.4412,-0.084413,-0.056745,-1.031642,-1.674258,0.205050,40.9920
1775755382.0017,4.4412,-0.085085,-0.056745,-0.489028,8.090320,0.205050,40.9920
1775755382.0256,4.1871,-0.051338,-0.067595,-0.703406,4.254706,0.166178,41.1918
1775755382.0507,4.1555,-0.048782,-0.067595,-0.539992,-2.149451,0.164954,41.2336
1775755382.0748,3.9500,-0.050181,-0.080359,-0.573134,-0.469669,0.160084,41.3692
1775755382.0986,3.9180,-0.048028,-0.080359,-0.358665,-1.170341,0.160084,41.3692
1775755382.1217,3.9180,-0.031419,-0.080359,-0.137065,3.631727,0.142642,41.4247
1775755382.1517,3.5996,-0.034171,-0.104443,-0.048131,0.714959,0.124350,41.6766
1775755382.1761,3.5598,-0.034662,-0.104443,-0.298723,-0.091423,0.121651,41.7128
1775755382.1951,3.5598,-0.040651,-0.104443,0.023986,-0.297897,0.121651,41.7128
1775755382.2177,3.3343,-0.039975,-0.124632,-0.093680,-0.618150,0.093514,41.9252
1775755382.2417,3.3343,-0.040936,-0.124632,0.017534,-1.036779,0.093514,41.9252
1775755382.2657,3.1040,-0.062328,-0.149270,0.043061,-1.586167,0.080187,42.0705
1775755382.2907,3.0552,-0.082345,-0.149270,0.062004,0.172480,0.077683,42.1074
1775755382.3147,2.8416,-0.078774,-0.163544,-0.109656,-1.762731,0.065830,42.2494
1775755382.3386,2.7890,-0.133405,-0.180004,0.018613,0.355692,0.063294,42.2819
1775755382.3618,2.7890,-0.130884,-0.180004,-0.082775,0.252765,0.063294,42.2819
1775755382.3918,2.5992,-0.174666,-0.197789,-0.108211,1.223315,0.058129,42.3991
1775755382.4156,2.5771,-0.162904,-0.197789,-0.413523,1.510649,0.051605,42.4381
1775755382.4346,2.5771,-0.165802,-0.197789,-0.334120,0.686553,0.051605,42.4381
1775755382.4577,2.3375,-0.196856,-0.240274,-0.558779,2.638347,0.046383,42.5928
1775755382.4817,2.3375,-0.196856,-0.240274,-0.669555,3.317813,0.046383,42.5928
1775755382.5057,2.2304,-0.189422,-0.266005,-0.713455,0.548775,0.040685,42.7076
1775755382.5297,2.2304,-0.187843,-0.266005,-0.750606,3.364895,0.040685,42.7076
1775755382.5546,2.0690,-0.196249,-0.293424,-0.840838,2.375644,0.036665,42.8308
1775755382.5787,2.0690,-0.199191,-0.293424,-0.799366,3.724821,0.036665,42.8308
1775755382.6017,2.0131,-0.190084,-0.326409,-0.908226,1.722601,0.030669,42.9330
1775755382.6317,1.9865,-0.190440,-0.360673,-0.946814,2.382583,0.027130,42.9718
1775755382.6558,1.9391,-0.180506,-0.360673,-0.902011,0.663117,0.025297,43.0145
1775755382.6746,1.8618,-0.160402,-0.360673,-0.880317,2.024236,0.019941,43.0740
1775755382.6977,1.8575,-0.150793,-0.403971,-0.966972,1.785384,0.018603,43.1291
1775755382.7217,1.8242,-0.140016,-0.447795,-0.837579,2.455538,0.013791,43.1686
1775755382.7457,1.7804,-0.184610,-0.447795,-0.848783,2.078379,0.011392,43.2112
1775755382.7698,1.7580,-0.177195,-0.447795,-0.652129,-0.031878,0.009842,43.2322
1775755382.7948,1.7280,-0.126890,-0.505620,-0.645007,1.782061,0.004766,43.2702
1775755382.8204,1.7009,-0.134163,-0.505620,-0.662662,2.945876,0.003292,43.3501
1775755382.8426,1.6916,-0.177416,-0.564894,-0.708978,-0.335893,-0.000226,43.3669
1775755382.8664,1.6352,-0.170095,-0.564894,-0.600183,-0.632886,-0.000750,43.3869
1775755382.8955,1.6388,-0.236735,-0.644309,-0.516100,0.515100,-0.000750,43.3869
1775755382.9195,1.6388,-0.236369,-0.644309,-0.571496,3.514069,-0.002072,43.4705
1775755382.9384,1.5623,-0.332784,-0.644309,-0.619208,0.396316,-0.001855,43.5027
1775755382.9614,1.5623,-0.316776,-0.728677,-0.683627,4.874238,-0.001855,43.5027
1775755382.9855,1.5490,-0.315269,-0.728677,-0.933256,2.333907,-0.005408,43.5754
1775755383.0096,1.5055,-0.312709,-0.840291,-1.053764,6.641377,-0.003558,43.6150
1775755383.0345,1.4823,-0.409086,-0.840291,-1.275760,2.609931,-0.003558,43.6150
1775755383.0584,1.4823,-0.480148,-0.840291,-1.327034,1.956050,-0.006283,43.6844
1775755383.0827,1.4359,-0.434668,-0.840291,-1.378318,1.995548,-0.005467,43.7165
1775755383.1063,1.4359,-0.436317,-0.840291,-1.577835,4.443107,-0.005839,43.7507
1775755383.1357,1.3988,-0.502053,-0.964147,-1.867910,4.895701,-0.010781,43.7856
1775755383.1597,1.3652,-0.445705,-0.964147,-1.952795,4.450825,-0.011550,43.8494
1775755383.1788,1.3270,-0.445705,-1.110279,-1.940197,1.440344,-0.017304,43.8961
1775755383.2018,1.3475,-0.484341,-1.110279,-2.023607,4.637767,-0.015132,43.9292
1775755383.2257,1.3475,-0.454484,-1.110279,-1.992081,2.983355,-0.015132,43.9292
1775755383.2497,1.3381,-0.454505,-1.271766,-1.920655,2.886509,-0.025912,44.0110
1775755383.2749,1.3394,-0.530000,-1.271766,-1.976121,3.287218,-0.027375,44.0267
1775755383.2989,1.3394,-0.528811,-1.271766,-2.012449,2.518533,-0.027375,44.0267
1775755383.3227,1.3638,-0.530000,-1.435501,-2.046280,3.135753,-0.033184,44.0958
1775755383.3458,1.3638,-0.530000,-1.435501,-2.043585,2.570971,-0.034159,44.1117
1775755383.3761,1.3499,-0.530000,-1.579258,-2.002522,2.437478,-0.046322,44.1798
1775755383.3999,1.3499,-0.432574,-1.579258,-2.083800,3.924018,-0.046322,44.1798
1775755383.4187,1.3595,-0.457662,-1.579258,-2.127401,5.835250,-0.043267,44.2435
1775755383.4417,1.3530,-0.424016,-1.677820,-2.201642,1.618774,-0.052343,44.2676
1775755383.4658,1.3665,-0.425831,-1.677820,-2.065570,-0.475234,-0.052735,44.3107
1775755383.4898,1.3847,-0.503409,-1.677820,-1.946062,3.137732,-0.053575,44.3269
1775755383.5138,1.4554,-0.494041,-1.706116,-2.005966,3.467910,-0.055570,44.4036
1775755383.5387,1.4566,-0.445579,-1.706116,-2.051962,2.130265,-0.055554,44.4351
1775755383.5627,1.4566,-0.448064,-1.706116,-2.097322,3.158023,-0.055554,44.4351
1775755383.5859,1.4802,-0.404082,-1.637887,-2.295160,3.685492,-0.062830,44.4804
1775755383.6159,1.5183,-0.478948,-1.637887,-2.291431,4.498951,-0.055367,44.5151
1775755383.6398,1.5791,-0.469172,-1.507118,-2.175839,2.994257,-0.056649,44.6061
1775755383.6587,1.5820,-0.379221,-1.507118,-2.270238,4.844445,-0.055564,44.6216
1775755383.6828,1.5820,-0.384296,-1.507118,-2.169643,3.516493,-0.055564,44.6216
1775755383.7057,1.6759,-0.366954,-1.507118,-2.272135,7.537062,-0.054761,44.6374
1775755383.7297,1.6759,-0.368128,-1.341609,-2.451537,3.120670,-0.051214,44.7053
1775755383.7537,1.7517,-0.376399,-1.168178,-2.367870,4.212829,-0.048605,44.8046
1775755383.7788,1.7678,-0.313150,-1.168178,-2.132636,-0.241772,-0.047111,44.8252
1775755383.8037,1.8946,-0.297705,-1.004986,-2.052422,3.757361,-0.036337,44.9155
1775755383.8258,1.9274,-0.233821,-1.004986,-1.967693,3.583777,-0.034640,44.9380
1775755383.8498,1.9274,-0.239486,-1.004986,-1.893689,5.386580,-0.034640,44.9380
1775755383.8810,2.0286,-0.233352,-0.858787,-1.673474,4.346433,-0.030911,45.0305
1775755383.9037,2.0286,-0.212594,-0.858787,-1.704815,2.501285,-0.030911,45.0305
1775755383.9227,2.2581,-0.160958,-0.635799,-1.454927,1.251135,-0.025511,45.1565
1775755383.9458,2.3017,-0.173190,-0.635799,-1.276803,2.997341,-0.025953,45.1851
1775755383.9698,2.3017,-0.176542,-0.635799,-1.238557,3.552693,-0.025953,45.1851
1775755383.9938,2.4462,-0.180150,-0.550481,-1.307507,-0.995521,-0.020409,45.2894
1775755384.0187,2.5386,-0.161859,-0.550481,-0.888134,1.432169,-0.012931,45.3413
1775755384.0427,2.5386,-0.165110,-0.550481,-1.005973,4.016644,-0.012931,45.3413
1775755384.0667,2.7240,-0.146894,-0.417387,-0.857407,3.127131,-0.002962,45.4878
1775755384.0898,2.7674,-0.152292,-0.417387,-0.845926,4.775744,0.000184,45.5205
1775755384.1198,2.9309,-0.145446,-0.364973,-0.990488,0.922120,0.012977,45.6530
1775755384.1437,3.0200,-0.144555,-0.320451,-0.782897,-0.849682,0.018674,45.7179
1775755384.1627,3.0200,-0.146468,-0.320451,-0.992291,1.388459,0.018674,45.7179
1775755384.1859,3.1790,-0.139074,-0.280904,-0.728957,-2.061218,0.029284,45.8280
1775755384.2098,3.2147,-0.131751,-0.247611,-1.162605,1.075728,0.026998,45.8612
1775755384.2338,3.3738,-0.133979,-0.247611,-0.867183,-3.690039,0.026998,45.8612
1775755384.2588,3.4972,-0.105962,-0.191731,-0.934603,5.492492,0.046389,46.0523
1775755384.2827,3.4972,-0.108113,-0.191731,-0.947288,4.064411,0.049455,46.0926
1775755384.3067,3.6759,-0.086062,-0.168055,-0.835631,6.349201,0.064879,46.2407
1775755384.3298,3.6759,-0.081522,-0.148004,-0.991570,0.748164,0.068092,46.2835
1775755384.3599,3.8585,-0.062852,-0.129322,-0.600131,-5.214824,0.080274,46.4477
1775755384.3837,3.9673,-0.054546,-0.113585,-0.787048,5.393619,0.085756,46.5249
1775755384.4028,3.9673,-0.057509,-0.113585,-0.701329,-3.160969,0.085756,46.5249
1775755384.4257,4.1926,-0.026969,-0.086054,-0.463448,1.509262,0.084657,46.7409
1775755384.4498,4.2371,-0.028134,-0.074139,-0.596229,3.251591,0.086450,46.7905
1775755384.4759,4.2371,-0.023628,-0.074139,-0.401839,-6.021139,0.086450,46.7905
1775755384.4978,4.5457,-0.026307,-0.054477,-0.005353,1.344091,0.102702,47.0385
1775755384.5227,4.5457,-0.013258,-0.054477,-0.084614,1.277530,0.102702,47.0385
1775755384.5467,4.8052,-0.013541,-0.031543,0.056656,-0.227140,0.106910,47.2995
1775755384.5698,4.8052,-0.011914,-0.031543,0.021425,-3.706465,0.106910,47.2995
1775755384.6000,4.9851,-0.014446,-0.019612,0.341954,-2.322720,0.108894,47.5128
1775755384.6238,4.9851,-0.010921,-0.019612,0.120588,2.436267,0.108894,47.5128
1775755384.6427,5.2086,-0.010523,-0.009814,0.107748,3.793655,0.111132,47.7375
1775755384.6667,5.2772,-0.017839,-0.005523,0.262849,0.292371,0.111415,47.8002
1775755384.6904,5.2772,-0.018361,-0.005523,0.248048,-2.085023,0.111415,47.8002
1775755384.7138,5.5001,-0.022335,0.004422,0.243765,-0.941056,0.113576,48.0968
1775755384.7377,5.5001,-0.023658,0.004422,0.217132,-4.852049,0.113576,48.0968
1775755384.7628,5.7801,-0.026834,0.011894,0.338056,-7.184573,0.116591,48.4126
1775755384.7877,5.7801,-0.027532,0.011894,0.285803,-6.823609,0.116591,48.4126
1775755384.8107,5.9724,-0.027839,0.017360,0.311204,-6.532721,0.127682,48.6608
1775755384.8338,6.0185,-0.033593,0.017360,0.168512,0.335557,0.128872,48.7210
1775755384.8638,6.1795,-0.029713,0.020774,0.137871,0.979198,0.133047,48.9297
1775755384.8879,6.2644,-0.032353,0.023192,0.011116,6.590786,0.136063,49.0704
1775755384.9068,6.2644,-0.032363,0.023192,0.675787,-3.938572,0.136063,49.0704
1775755384.9299,6.2461,-0.036173,0.023694,-0.356563,-1.304891,0.152755,49.4154
1775755384.9539,6.2461,-0.035695,0.023694,-0.389062,-3.582752,0.152755,49.4154
1775755384.9779,6.4609,-0.032971,0.024586,0.159427,5.182895,0.158066,49.6190
1775755385.0029,6.4122,-0.031422,0.025112,-0.106033,-2.931200,0.161407,49.7603
1775755385.0269,6.3718,-0.035054,0.026118,0.247105,1.521078,0.171883,50.0487
1775755385.0508,6.3650,-0.036820,0.026118,0.070966,-5.975395,0.173159,50.1245
1775755385.0761,6.3242,-0.036755,0.026092,-0.084238,-6.768450,0.174855,50.2002
1775755385.1039,6.3242,-0.038678,0.026092,-0.017125,-12.922573,0.174855,50.2002
1775755385.1278,6.1041,-0.040645,0.025701,0.058174,-2.450856,0.176161,50.4572
1775755385.1469,5.9746,-0.039634,0.025127,0.145261,1.450936,0.179635,50.7357
1775755385.1700,5.9373,-0.042584,0.024749,-0.006786,2.814257,0.180556,50.8070
1775755385.1941,5.9041,-0.042407,0.024383,0.038098,2.311606,0.181222,50.8669
1775755385.2182,5.7576,-0.040906,0.023523,0.125954,-0.074050,0.178856,51.1180
1775755385.2429,5.6912,-0.039432,0.022974,-0.155935,-3.334129,0.179443,51.1866
1775755385.2669,5.5714,-0.039583,0.021192,-0.163173,-3.924852,0.180373,51.4358
1775755385.2908,5.5525,-0.038723,0.021192,0.030418,-3.365999,0.180673,51.5029
1775755385.3139,5.5525,-0.038851,0.021192,0.034525,2.870795,0.180673,51.5029
1775755385.3439,5.4550,-0.034366,0.019198,-0.186448,0.408758,0.182790,51.8158
1775755385.3678,5.4550,-0.034792,0.019198,-0.055334,0.015486,0.182790,51.8158
1775755385.3871,5.5023,-0.031713,0.017551,0.033422,-0.684624,0.175458,52.1159
1775755385.4101,5.5023,-0.029996,0.017551,0.051070,0.676178,0.175458,52.1159
1775755385.4339,5.6194,-0.030278,0.016502,-0.008081,0.563726,0.168370,52.3777
1775755385.4579,5.6288,-0.024951,0.016502,-0.028410,-0.054190,0.166578,52.4437
1775755385.4819,5.6288,-0.025129,0.016502,0.042951,0.092227,0.166578,52.4437
1775755385.5068,5.6241,-0.022792,0.013827,0.000677,1.788419,0.153738,52.6958
1775755385.5308,5.6241,-0.020543,0.013827,0.036061,-0.220275,0.153738,52.6958
1775755385.5548,5.6362,-0.020875,0.011537,-0.074602,-14.082218,0.144602,52.9498
1775755385.5779,5.5530,-0.019212,0.009600,0.051659,-8.250463,0.140299,53.0718
1775755385.6079,5.4409,-0.019845,0.008009,0.102400,-4.198039,0.133590,53.2713
1775755385.6269,5.4866,-0.021254,0.007235,0.358327,10.834265,0.129840,53.3962
1775755385.6509,5.4866,-0.021413,0.007235,0.064554,-3.234882,0.129840,53.3962
1775755385.6743,5.4774,-0.019330,0.005538,-0.205801,-6.915982,0.123527,53.6459
1775755385.6979,5.4774,-0.016927,0.005538,0.252856,-5.667306,0.123527,53.6459
1775755385.7219,5.5113,-0.022354,0.003053,0.459468,2.872737,0.115859,53.9148
1775755385.7469,5.5286,-0.024475,0.002634,0.001806,0.140231,0.114296,53.9802
1775755385.7720,5.5885,-0.024318,0.002703,-0.057878,-5.599710,0.109078,54.1676
1775755385.7948,5.5885,-0.024066,0.002703,0.034782,-4.442736,0.109078,54.1676
1775755385.8179,5.7743,-0.023956,0.003058,0.101925,-1.789635,0.105684,54.4446
1775755385.8480,5.7850,-0.023269,0.002497,0.029990,0.009853,0.104163,54.5112
1775755385.8745,5.8241,-0.023277,-0.002596,0.048266,-0.511497,0.097528,54.7582
1775755385.8908,5.8241,-0.023266,-0.002596,0.361118,14.719699,0.097528,54.7582
1775755385.9140,5.8902,-0.020906,-0.002596,0.459615,18.195402,0.100958,54.8421
1775755385.9379,5.8902,-0.025152,-0.002596,0.159726,-9.410546,0.100958,54.8421
1775755385.9619,6.1154,-0.041518,-0.007816,0.231310,-17.946551,0.090243,55.3145
1775755385.9869,6.1774,-0.044374,-0.008527,0.046936,-11.691964,0.089964,55.3769
1775755386.0111,6.3786,-0.043877,-0.008527,0.108004,-5.328694,0.099472,55.6683
1775755386.0348,6.5244,-0.051871,-0.012583,0.256130,-1.187039,0.100413,55.7452
1775755386.0579,6.5244,-0.053909,-0.012583,0.107527,-3.770077,0.101136,55.8243
1775755386.0880,6.7218,-0.053391,-0.017880,-0.053472,-7.051427,0.105426,56.0492
1775755386.1119,6.8221,-0.058115,-0.017518,-0.092525,-8.713143,0.107488,56.1986
1775755386.1308,6.8221,-0.059865,-0.017518,0.059958,-8.150021,0.107488,56.1986
1775755386.1538,6.9091,-0.059499,-0.016854,-0.071783,-1.626923,0.114764,56.4428
1775755386.1781,6.9806,-0.060278,-0.017259,0.030682,4.365751,0.119904,56.5942
1775755386.2019,7.0187,-0.060092,-0.017259,-0.386350,1.865452,0.119904,56.5942
1775755386.2269,7.0160,-0.059518,-0.016711,-0.054921,3.296490,0.127658,56.9098
1775755386.2509,7.0160,-0.059389,-0.016711,-0.850262,12.485042,0.127658,56.9098
1775755386.2752,6.7814,-0.058449,-0.014095,0.323023,13.183552,0.146175,57.3915
1775755386.2981,6.7814,-0.051122,-0.014095,-0.171354,3.312563,0.146175,57.3915
1775755386.3281,6.4860,-0.060042,-0.012525,-0.061582,1.878906,0.158863,57.7664
1775755386.3519,6.4928,-0.059500,-0.010240,-0.419604,1.528081,0.160426,57.8314
1775755386.3709,6.4081,-0.054238,-0.008530,-0.181720,-0.603625,0.168858,58.1048
1775755386.3939,6.3701,-0.050639,-0.008530,-0.441869,-6.932445,0.182866,58.1992
1775755386.4180,6.3701,-0.048872,-0.009416,-0.082425,-7.291166,0.182866,58.1992
1775755386.4419,6.1504,-0.043329,-0.009665,-0.188659,-0.763032,0.197448,58.5623
1775755386.4659,6.1239,-0.048405,-0.009665,-0.315334,3.280381,0.201071,58.6356
1775755386.4908,6.1239,-0.032386,-0.009831,-0.259090,-1.690028,0.201071,58.6356
1775755386.5158,5.6620,-0.033781,-0.008317,-0.150957,-6.494710,0.225634,58.9512
1775755386.5389,5.6620,-0.033220,-0.007444,0.102264,-1.757090,0.225634,58.9512
1775755386.5619,5.5386,-0.034204,-0.006436,0.019940,3.632453,0.236030,59.1319
1775755386.5919,5.4130,-0.041010,-0.003626,0.104453,-4.446621,0.243175,59.2628
1775755386.6111,5.1651,-0.040953,0.000192,0.194635,-1.914114,0.253977,59.4925
1775755386.6348,5.1147,-0.050219,0.000192,-0.068305,-3.300560,0.257170,59.5544
1775755386.6579,5.1147,-0.042799,0.000192,0.092201,-1.054742,0.257170,59.5544
1775755386.6819,4.8795,-0.075092,0.008248,0.391655,4.840834,0.268127,59.7841
1775755386.7059,4.8795,-0.072242,0.008248,-0.010526,5.157752,0.268127,59.7841
1775755386.7309,4.5248,-0.091836,0.015707,0.210914,-0.567426,0.271508,60.0579
1775755386.7549,4.4475,-0.103986,0.020200,0.371755,1.084096,0.273572,60.1124
1775755386.7780,4.2419,-0.102107,0.030955,0.042338,6.616927,0.279360,60.2703
1775755386.8019,4.1149,-0.129111,0.037543,0.222467,1.927555,0.259337,60.3636
1775755386.8319,4.1149,-0.117700,0.037543,-0.079249,8.965045,0.259337,60.3636
1775755386.8560,3.8290,-0.118004,0.044492,-0.186365,0.584158,0.259609,60.5476
1775755386.8756,3.7788,-0.179437,0.052837,-0.273547,1.385378,0.259579,60.5945
1775755386.8983,3.7788,-0.183159,0.052837,-0.478408,-0.247972,0.259579,60.5945
1775755386.9221,3.3866,-0.312361,0.061645,-0.460720,-2.015491,0.240768,60.8354
1775755386.9462,3.3866,-0.286512,0.072365,-0.447553,-0.402154,0.240768,60.8354
1775755386.9702,3.1261,-0.266406,0.097532,-0.558327,5.122855,0.233726,60.9762
1775755386.9952,3.0933,-0.351793,0.097532,-1.031796,5.670827,0.231332,61.0072
1775755387.0184,2.9215,-0.243341,0.112151,-1.113673,1.948903,0.208600,61.1132
1775755387.0421,2.8267,-0.143966,0.130116,-1.284508,2.148275,0.200656,61.1786
1775755387.0722,2.6494,-0.172194,0.149206,-1.244746,4.657347,0.184192,61.2779
1775755387.0952,2.5821,0.042782,0.149206,-1.486353,2.050386,0.178668,61.3037
1775755387.1151,2.5821,0.014324,0.149206,-1.103861,0.679307,0.178668,61.3037
1775755387.1382,2.2443,0.017363,0.198068,-1.291532,6.471426,0.139795,61.4673
1775755387.1622,2.2443,0.369044,0.198068,-0.815053,-1.576905,0.139795,61.4673
1775755387.1876,2.0701,0.365573,0.229462,-0.408128,-0.487339,0.101080,61.5731
1775755387.2102,2.0078,0.530000,0.229462,-0.104459,-1.760007,0.091582,61.5955
1775755387.2352,1.8602,0.530000,0.229462,0.584654,-4.857200,0.067021,61.6520
1775755387.2582,1.7886,0.530000,0.263781,1.087898,-4.356933,0.049447,61.6932
1775755387.2822,1.7886,0.530000,0.263781,1.372077,-2.930320,0.049447,61.6932
1775755387.3122,1.6792,0.530000,0.306444,1.557037,-7.935657,0.025372,61.7764
1775755387.3361,1.6792,0.530000,0.306444,1.872611,-8.163295,0.025372,61.7764
1775755387.3552,1.4859,0.530000,0.354800,2.001303,-2.856845,-0.004410,61.8599
1775755387.3783,1.4687,0.530000,0.354800,2.034691,-3.839616,-0.010039,61.8771
1775755387.4021,1.4687,0.530000,0.354800,2.083721,-3.433642,-0.010039,61.8771
1775755387.4262,1.3735,0.530000,0.414084,2.166309,-4.543295,-0.032815,61.9592
1775755387.4502,1.3556,0.530000,0.414084,2.329341,-4.874397,-0.036020,61.9755
1775755387.4757,1.3152,0.530000,0.414084,2.323498,-0.483681,-0.042394,62.0214
1775755387.5001,1.3152,0.530000,0.414084,2.054297,-1.993291,-0.042394,62.0214
1775755387.5223,1.2936,0.530000,0.414084,2.124431,-5.373489,-0.048257,62.0348
1775755387.5462,1.2685,0.484377,0.484774,2.095372,-2.674724,-0.049862,62.1228
1775755387.5779,1.2801,0.417830,0.484774,2.169185,-1.826373,-0.049244,62.1384
1775755387.5949,1.2801,0.355558,0.484774,2.172150,-1.859016,-0.049244,62.1384
1775755387.6187,1.2652,0.405013,0.571718,2.061190,-1.177159,-0.043238,62.2010
1775755387.6418,1.2491,0.271991,0.571718,2.015887,-2.145214,-0.041414,62.2162
1775755387.6658,1.2491,0.278833,0.571718,1.860664,-1.733396,-0.041414,62.2162
