s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
22.174161,0.464707,-5.190227,0.129000,-6.204935,0.000022,0.000000,-0.176095,-0.000003,0.000000,-0.675378,0.675202,0.000004,-0.000003,-0.176095
22.373928,0.664086,-5.177920,0.128996,-6.237159,0.000018,0.000000,-0.146519,-0.000037,-0.000001,-0.685039,0.687102,0.000002,-0.000037,-0.146519
22.573695,0.863741,-5.171397,0.128993,-6.262612,0.000011,0.000000,-0.108310,-0.000035,0.000000,-0.690418,0.697191,0.000001,-0.000035,-0.108310
22.773463,1.063493,-5.169210,0.128992,-6.280669,0.000005,0.000000,-0.072472,-0.000021,-0.000000,-0.692643,0.701278,0.000000,-0.000021,-0.072472
22.973230,1.263257,-5.170067,0.128991,-6.293861,0.000002,0.000000,-0.059598,-0.000015,-0.000000,-0.694083,0.698931,-0.000000,-0.000015,-0.059598
23.172997,1.462997,-5.173327,0.128991,-6.304841,-0.000000,0.000000,-0.050334,-0.000008,0.000000,-0.698746,0.697513,0.000000,-0.000008,-0.050334
23.372764,1.662694,-5.178588,0.128991,-6.313854,-0.000000,-0.000000,-0.039904,0.000010,-0.000000,-0.703145,0.692882,-0.000000,0.000010,-0.039904
23.572531,1.862340,-5.185533,0.128991,-6.322179,0.000003,-0.000000,-0.043434,0.000023,-0.000000,-0.709778,0.690400,-0.000000,0.000023,-0.043434
23.772299,2.061922,-5.194116,0.128990,-6.329795,0.000006,-0.000000,-0.032824,0.000010,0.000000,-0.716368,0.691403,0.000001,0.000010,-0.032824
23.972066,2.261445,-5.203986,0.128989,-6.334974,0.000005,0.000000,-0.019018,-0.000026,0.000000,-0.718404,0.694051,0.000001,-0.000026,-0.019018
24.171833,2.460930,-5.214613,0.128988,-6.337377,-0.000004,0.000000,-0.005045,-0.000059,-0.000000,-0.716427,0.697387,-0.000000,-0.000059,-0.005045
24.371600,2.660407,-5.225371,0.128990,-6.335930,-0.000016,-0.000000,0.019535,-0.000065,-0.000001,-0.711718,0.700724,-0.000001,-0.000065,0.019535
24.571368,2.859925,-5.235332,0.128995,-6.329299,-0.000026,-0.000000,0.046852,-0.000037,-0.000000,-0.706870,0.700902,0.000001,-0.000037,0.046852
24.771135,3.059525,-5.243488,0.129000,-6.318156,-0.000028,-0.000000,0.064705,0.000016,-0.000001,-0.704483,0.697482,0.000001,0.000016,0.064705
24.970902,3.259211,-5.249134,0.129005,-6.304504,-0.000021,-0.000000,0.071978,0.000063,0.000001,-0.706524,0.694269,0.000002,0.000063,0.071978
25.170669,3.458956,-5.251983,0.129008,-6.290525,-0.000007,-0.000000,0.067970,0.000070,0.000002,-0.705661,0.692204,0.000002,0.000070,0.067970
25.370436,3.658722,-5.252101,0.129008,-6.277075,0.000005,0.000000,0.066692,0.000055,0.000001,-0.702235,0.689316,0.000000,0.000055,0.066692
25.570204,3.858468,-5.249377,0.129006,-6.261146,0.000014,0.000000,0.092780,0.000036,0.000001,-0.695960,0.683018,-0.000001,0.000036,0.092780
25.769971,4.058126,-5.242897,0.129003,-6.239206,0.000019,0.000000,0.126876,0.000015,-0.000000,-0.688044,0.673045,-0.000003,0.000015,0.126876
25.969738,4.257550,-5.231306,0.128999,-6.209649,0.000020,0.000000,0.169043,-0.000014,-0.000000,-0.681110,0.663506,-0.000003,-0.000014,0.169043
26.169505,4.456465,-5.213001,0.128996,-6.171848,0.000012,0.000000,0.209406,-0.000062,-0.000001,-0.671413,0.656579,-0.000003,-0.000062,0.209406
26.369272,4.654434,-5.186393,0.128995,-6.125958,-0.000005,-0.000000,0.250025,-0.000105,-0.000003,-0.661859,0.649626,-0.000002,-0.000105,0.250025
26.569040,4.850793,-5.149790,0.128998,-6.069733,-0.000027,-0.000001,0.312882,-0.000120,-0.000004,-0.648530,0.644506,0.000005,-0.000120,0.312882
26.768807,5.044450,-5.100929,0.129006,-5.999890,-0.000049,-0.000002,0.386356,-0.000096,-0.000003,-0.631455,0.637193,0.000016,-0.000097,0.386356
26.968574,5.233752,-5.037303,0.129017,-5.915633,-0.000061,-0.000002,0.457201,-0.000026,-0.000001,-0.612346,0.621126,0.000027,-0.000027,0.457201
27.168341,5.416426,-4.956653,0.129029,-5.816675,-0.000057,-0.000002,0.533536,0.000070,0.000001,-0.597634,0.600213,0.000032,0.000069,0.533536
27.368109,5.589421,-4.856977,0.129038,-5.701334,-0.000037,-0.000001,0.621213,0.000130,0.000004,-0.576070,0.573686,0.000027,0.000129,0.621213
27.567876,5.748710,-4.736663,0.129043,-5.568248,-0.000011,-0.000000,0.711197,0.000126,0.000005,-0.548375,0.548060,0.000013,0.000126,0.711197
27.767643,5.889338,-4.595048,0.129043,-5.417407,0.000012,0.000001,0.798972,0.000111,0.000006,-0.519203,0.525044,-0.000004,0.000111,0.798972
27.967410,6.005791,-4.433016,0.129038,-5.251667,0.000034,0.000001,0.860360,0.000100,0.000001,-0.492849,0.501920,-0.000028,0.000102,0.860360
28.167177,6.093149,-4.253637,0.129030,-5.079354,0.000049,0.000001,0.864778,0.000051,-0.000005,-0.467781,0.483826,-0.000047,0.000052,0.864778
28.366945,6.148819,-4.062023,0.129020,-4.913085,0.000053,0.000000,0.799848,-0.000007,-0.000005,-0.454079,0.469783,-0.000048,-0.000007,0.799848
28.566712,6.173596,-3.863984,0.129010,-4.764280,0.000047,-0.000001,0.689937,-0.000056,-0.000002,-0.449771,0.469487,-0.000035,-0.000056,0.689937
28.766479,6.170849,-3.664372,0.129002,-4.636235,0.000033,-0.000001,0.592008,-0.000084,0.000005,-0.449998,0.476863,-0.000015,-0.000085,0.592008
28.966246,6.144156,-3.466507,0.128997,-4.521541,0.000014,0.000000,0.556263,-0.000105,0.000001,-0.461741,0.484715,-0.000007,-0.000105,0.556263
29.166013,6.095253,-3.272929,0.128996,-4.407304,-0.000009,0.000000,0.587447,-0.000121,0.000001,-0.482071,0.494358,0.000006,-0.000120,0.587447
29.365781,6.023904,-3.086472,0.129000,-4.284827,-0.000030,0.000001,0.638743,-0.000097,0.000004,-0.501462,0.505353,0.000023,-0.000097,0.638743
29.565548,5.929557,-2.910548,0.129008,-4.154541,-0.000042,0.000001,0.665640,-0.000020,0.000002,-0.519884,0.515544,0.000030,-0.000020,0.665640
29.765315,5.812896,-2.748564,0.129016,-4.022110,-0.000036,0.000001,0.660213,0.000081,-0.000003,-0.533415,0.531035,0.000021,0.000082,0.660213
29.965082,5.676037,-2.603234,0.129021,-3.892733,-0.000013,0.000000,0.635057,0.000148,-0.000005,-0.548270,0.543492,0.000003,0.000148,0.635057
30.164850,5.521920,-2.476332,0.129021,-3.769296,0.000014,-0.000000,0.600758,0.000127,-0.000002,-0.562411,0.549572,-0.000010,0.000127,0.600758
30.364617,5.353717,-2.368768,0.129016,-3.653050,0.000030,-0.000000,0.563050,0.000030,0.000002,-0.578274,0.561680,-0.000015,0.000030,0.563050
30.564384,5.174506,-2.280727,0.129010,-3.544827,0.000027,-0.000000,0.520447,-0.000061,0.000001,-0.594730,0.578861,-0.000013,-0.000061,0.520447
30.764151,4.987125,-2.211713,0.129006,-3.445795,0.000013,0.000000,0.471026,-0.000079,-0.000000,-0.607875,0.593192,-0.000006,-0.000079,0.471026
30.963918,4.794068,-2.160633,0.129004,-3.356199,0.000003,0.000000,0.425983,-0.000024,-0.000000,-0.612642,0.612799,-0.000001,-0.000024,0.425983
31.163686,4.597351,-2.126174,0.129004,-3.275166,0.000005,0.000000,0.385283,0.000045,0.000000,-0.624615,0.627036,-0.000002,0.000045,0.385283
31.363453,4.398560,-2.106886,0.129002,-3.203102,0.000015,0.000000,0.336199,0.000053,-0.000000,-0.634405,0.638918,-0.000005,0.000053,0.336199
31.563220,4.198913,-2.100948,0.128998,-3.141358,0.000019,-0.000000,0.281961,-0.000005,-0.000000,-0.641754,0.647898,-0.000006,-0.000006,0.281961
31.762987,3.999237,-2.106226,0.128995,-3.090949,0.000011,-0.000000,0.222721,-0.000074,0.000000,-0.652883,0.653094,-0.000002,-0.000074,0.222721
31.962754,3.799985,-2.120385,0.128995,-3.052296,-0.000008,-0.000000,0.164257,-0.000115,0.000000,-0.659294,0.663962,0.000002,-0.000115,0.164257
32.162522,3.601302,-2.141111,0.128998,-3.024775,-0.000030,0.000000,0.111272,-0.000110,0.000000,-0.664690,0.668330,0.000004,-0.000110,0.111272
32.362289,3.403127,-2.166266,0.129006,-3.007558,-0.000046,0.000000,0.061095,-0.000051,-0.000001,-0.668655,0.672062,0.000002,-0.000051,0.061095
32.562056,3.205290,-2.193960,0.129016,-2.998538,-0.000047,-0.000000,0.029209,0.000039,-0.000000,-0.671509,0.678557,0.000001,0.000039,0.029209
